Annio,Mes,Dia,(12-18],(18-00],(00-06],(06-12],SumaDiaria,AcumuladoMensual
1979,7,1 ,,,,,s/p,s/p
1979,7,2 ,,,,,s/p,s/p
1979,7,3 ,,,,,s/p,s/p
1979,7,4 ,,,,,s/p,s/p
1979,7,5 ,,,,,s/p,s/p
1979,7,6 ,,,,,s/p,s/p
1979,7,7 ,,,,,s/p,s/p
1979,7,8 ,,,,,s/p,s/p
1979,7,9 ,,,,,s/p,s/p
1979,7,10 ,,,,,s/p,s/p
1979,7,11 ,,,,,s/p,s/p
1979,7,12 ,,,,,s/p,s/p
1979,7,13 ,,,,,s/p,s/p
1979,7,14 ,,,,,s/p,s/p
1979,7,15 ,,,,,s/p,s/p
1979,7,16 ,,,,,s/p,s/p
1979,7,17 ,,,,,s/p,s/p
1979,7,18 ,,,,,s/p,s/p
1979,7,19 ,,,,,s/p,s/p
1979,7,20 ,,,,,s/p,s/p
1979,7,21 ,,,,,s/p,s/p
1979,7,22 ,,,,,s/p,s/p
1979,7,23 ,,,,,s/p,s/p
1979,7,24 ,,,,,19.0,19.0
1979,7,25 ,,,,,s/p,19.0
1979,7,26 ,,,,,s/p,19.0
1979,7,27 ,,,,,9.0,28.0
1979,7,28 ,,,,,s/p,28.0
1979,7,29 ,,,,,s/p,28.0
1979,7,30 ,,,,,s/p,28.0
1979,7,31 ,,,,,s/p,28.0
